scientificName,vernacularName,individualCount,stateProvince,locality,decimalLongitude,decimalLatitude,eventDate,eventTime,year,month,collectionCode,locationID,location
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/06,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/07,,"2018","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/07,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/08,,"2018","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,"Rivas, San José, CR (9,471, -83,585)",-83.5851,9.47055,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,2,San José,"Rivas, San José, CR (9,471, -83,585)",-83.5851,9.47055,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,"Rivas, San José, CR (9,471, -83,585)",-83.5851,9.47055,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,"Rivas, San José, CR (9,471, -83,585)",-83.5851,9.47055,2018/05/09,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/10,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/10,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/11,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/14,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/15,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/05/15,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Alrededores Hotel Uran,-83.5818,9.47066,2018/05/15,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,10,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/05/15,,"2018","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/05/15,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/16,,"2018","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/17,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/17,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/18,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/20,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/22,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/23,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/23,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/24,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon massena,,1,Puntarenas,"(9,006, -83,009)",-83.0087,9.00599,2018/05/25,,"2018","5",eBird,"25", Sendero Asoprola
Ortalis cinereiceps,,1,Puntarenas,"(9,006, -83,009)",-83.0087,9.00599,2018/05/25,,"2018","5",eBird,"25", Sendero Asoprola
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/29,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/30,,"2018","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/05/30,,"2018","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/01,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/02,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/02,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/04,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/05,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/06,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/07,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/07,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/08,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/08,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/08,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon massena,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/10,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/10,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/06/12,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/12,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/12,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/12,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/13,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/13,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/14,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/14,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/15,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/15,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/18,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/19,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/19,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/20,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/21,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/21,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2018/06/23,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/24,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/25,,"2018","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/27,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/27,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/27,,"2018","6",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/27,,"2018","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/06/28,,"2018","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/02,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/02,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/03,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/03,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/03,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/04,,"2018","7",eBird,"10", Reserva Cloud Bridge
Procnias tricarunculatus,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/04,,"2018","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/04,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/04,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/06,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/06,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/09,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/09,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/10,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/07/10,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/10,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/11,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/12,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/12,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/12,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/16,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/17,,"2018","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/17,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/17,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/17,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/18,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/19,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,3,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/07/19,,"2018","7",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/07/19,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/07/19,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/19,,"2018","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/23,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/24,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/24,,"2018","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/24,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/25,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/25,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/07/25,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/07/25,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/26,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/26,,"2018","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/27,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/27,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/30,,"2018","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/31,,"2018","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/07/31,,"2018","7",eBird,"10", Reserva Cloud Bridge
Procnias tricarunculatus,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/08/01,,"2018","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,"Unnamed Road, San José, CR (9.478, -83.8)",-83.8005,9.47848,2018/08/01,,"2018","8",eBird,"3", Finca de Andrey y Sonia
Pharomachrus mocinno,,1,San José,"Unnamed Road, San José, CR (9.478, -83.8)",-83.8005,9.47848,2018/08/01,,"2018","8",eBird,"3", Finca de Andrey y Sonia
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/08/01,,"2018","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,"Unnamed Road, San José, CR (9.478, -83.8)",-83.8005,9.47848,2018/08/01,,"2018","8",eBird,"3", Finca de Andrey y Sonia
Nothocercus bonapartei,,1,San José,"Unnamed Road, San José, CR (9.478, -83.8)",-83.8005,9.47848,2018/08/01,,"2018","8",eBird,"3", Finca de Andrey y Sonia
Trogon collaris,,1,San José,"Unnamed Road, San José, CR (9.478, -83.8)",-83.8005,9.47848,2018/08/01,,"2018","8",eBird,"3", Finca de Andrey y Sonia
Trogon massena,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/08/08,,"2018","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/08/16,,"2018","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/08/16,,"2018","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/08/22,,"2018","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/08/22,,"2018","8",eBird,"10", Reserva Cloud Bridge
Crypturellus soui,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/08/23,,"2018","8",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/08/23,,"2018","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/08/23,,"2018","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/09/04,,"2018","9",eBird,"10", Reserva Cloud Bridge
Crypturellus soui,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/09/04,,"2018","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/09/04,,"2018","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/09/14,,"2018","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/09/14,,"2018","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,"Casa de Rolo - San Gerardo de Rivas (9.471, -83.584)",-83.5836,9.47066,2018/09/22,,"2018","9",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,6,San José,San Gerardo de Rivas,-83.5998,9.46468,2018/09/28,,"2018","9",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2018/10/05,,"2018","10",eBird,"10", Reserva Cloud Bridge
Tinamus major,,1,San José,"San Gerardo De Rivas PZ, San José, CR (9.463, -83.598)",-83.5977,9.46307,2018/10/05,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,"San Isisdro, San José, CR (9.47, -83.587)",-83.5866,9.47046,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,"Ruta 242 San Gerardo, Rivas, San José, CR (9.467, -83.593)",-83.593,9.46724,2018/10/06,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Trogon collaris,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Herradura-Pis Pis,-83.6012,9.46377,2018/10/06,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,3,San José,"San Gerardo, San José Province, CR (9,467, -83,595)",-83.595,9.46675,2018/10/06,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Herradura-Pis Pis,-83.6012,9.46377,2018/10/06,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/10/06,,"2018","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,"San Gerardo, San José Province, Reserva DÚ CR (9.467, -83.595)",-83.5947,9.46686,2018/10/08,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,1,San José,"Rivas, San José, CR (9,471, -83,585)",-83.5851,9.47055,2018/10/08,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,"San Gerardo, San José Province, Reserva DÚ CR (9.467, -83.595)",-83.5947,9.46686,2018/10/08,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Chamaepetes unicolor,,1,San José,"San Gerardo, San José Province, Reserva DÚ CR (9.467, -83.595)",-83.5947,9.46686,2018/10/10,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,3,San José,"San Gerardo, San José Province, Reserva DÚ CR (9.467, -83.595)",-83.5947,9.46686,2018/10/10,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,4,San José,"San Gerardo de Rivas Reserva DÚ, San José Province, CR (9.467, -83.595)",-83.5947,9.46683,2018/10/12,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,4,San José,"San Gerardo de Rivas Reserva DÚ, San José Province, CR (9.467, -83.595)",-83.5947,9.46687,2018/10/14,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,4,San José,"San Gerardo De Rivas Reseva DÚ, San José Province, CR (9.467, -83.595)",-83.5947,9.46687,2018/10/15,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,3,San José,La Chuma,-83.5835,9.4705,2018/10/15,,"2018","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/10/23,,"2018","10",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,2,San José,La Chuma,-83.5835,9.4705,2018/10/24,,"2018","10",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,4,San José,"San Gerardo Reserva DU, San José Province, CR (9,467, -83,595)",-83.5947,9.46686,2018/10/26,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,6,San José,"San Gerardo Reserva DÜ, San José Province, CR (9,467, -83,595)",-83.5947,9.46687,2018/10/27,,"2018","10",eBird,"9", Camino San Gerardo Los Ángeles
